price,location,id,size
390,"
                            Hartmannstr.12
                        

            67063 Ludwigshafen am Rhein Mitte
",9714111,16
450,NA,9714112,NA
NA,NA,9714113,NA
750,NA,9714114,NA
700,NA,9714115,NA
NA,NA,9714116,NA
NA,NA,9714117,NA
700,NA,9714118,NA
400,"
                            Am Berge
                        

            21335 Lüneburg Lüneburg
",9714119,25
NA,NA,9714120,NA
NA,NA,9714121,NA
NA,NA,9714122,NA
1800,"
                            Övelgönne 37
                        

            22605 Hamburg velgönne
",9714123,81
NA,NA,9714124,NA
NA,NA,9714125,NA
NA,NA,9714126,NA
278,"
                            Stegerwaldstraße 27
                        

            48565 Steinfurt 
",9714127,13
800,NA,9714128,NA
774,"
                            Wilhelm Weberstraße 25
                        

            37073 Göttingen Ostviertel
",9714129,37
NA,"
                            Riedgrasweg
                        

            70599 Stuttgart Plieningen
",9714130,NA
NA,NA,9714131,NA
60,"
                            Pritzwalker str 11
                        

            10559 Berlin Moabit
",9714132,63
60,"
                            Pritzwalker str 11
                        

            10559 Berlin Moabit
",9714132,63
2200,"
                            Robert-Schuman- Str.
                        

            85716 München Unterschleissheim
",9714133,100
NA,NA,9714134,NA
850,NA,9714135,NA
NA,NA,9714136,NA
NA,NA,9714137,NA
980,"
                            KWR
                        

            55118 Mainz Neustadt
",9714138,65
NA,NA,9714139,NA
NA,NA,9714140,NA
NA,NA,9714141,NA
NA,"
                            Babenend
                        

            26127 Oldenburg Bürgerfelde
",9714142,NA
NA,"
                            Sattlerstraße
                        

            70174 Stuttgart Stuttgart
",9714143,NA
NA,NA,9714144,NA
NA,"
                            Franz-Kaim-Str.
                        

            81479 München Solln
",9714145,NA
380,NA,9714146,7
815,"
                            Wunnensteinstraße 25
                        

            70188 Stuttgart Ost
",9714147,52
NA,NA,9714148,NA
950,"
                            Schulterblatt, 24
                        

            20357 Hamburg Sternschanze
",9714149,42
NA,NA,9714150,NA
NA,NA,9714151,NA
2000,"
                            Seydelstraße
                        

            10117 Berlin Mitte
",9714152,74
NA,NA,9714153,NA
NA,NA,9714154,NA
NA,NA,9714155,NA
NA,NA,9714156,NA
500,"
                            Kaulenberg 4
                        

            06108 Halle (Saale) 
",9714157,46
500,"
                            Schlagvorder Straße 2
                        

            49074 Osnabrück Innenstadt
",9714158,21
NA,"
                            Birkenleiten
                        

            81543 München Untergiesing-Harlaching
",9714159,NA
NA,NA,9714160,NA
640,"
                            Sternstraße 39
                        

            20357 Hamburg Sternschanze
",9714161,16
350,"
                            Ziegenhainer-Straße 111
                        

            07743 Jena Jena-Ziegenhain
",9714162,25
276,"
                            Leipziger Straße 51b
                        

            39112 Magdeburg Leipziger Str.
",9714163,27
NA,NA,9714164,NA
NA,"
                            Eschersheimer Landstraße
                        

            60433 Frankfurt am Main Dornbusch
",9714165,NA
NA,NA,9714166,NA
395,"
                            Pontstrasse
                        

            52062 Aachen Aachen
",9714167,12
600,NA,9714168,NA
510,"
                            Josefsstraße 57
                        

            551118 Mainz Neustadt
",9714169,19
NA,NA,9714170,NA
395,"
                            Alexanderstraße 30
                        

            56075 Koblenz Karthause
",9714171,15
NA,"
                            Gräfestr
                        

            10967 Berlin Friedrichshain-Kreuzberg
",9714172,NA
NA,NA,9714173,NA
NA,NA,9714174,NA
1600,NA,9714175,40
350,"
                            Wettergasse 8
                        

            35037 Marburg Oberstadt
",9714176,18
1374,"
                            Lyoner Straße
                        

            60528 Frankfurt am Main Frankfurt am Main
",9714177,47
NA,NA,9714178,NA
NA,NA,9714179,NA
NA,NA,9714180,NA
NA,NA,9714181,NA
NA,"
                            Wiesecker Weg
                        

            35396 Gießen 
",9714182,NA
1374,"
                            Lyoner Straße
                        

            60528 Frankfurt am Main Frankfurt am Main
",9714177,47
NA,NA,9714178,NA
NA,NA,9714179,NA
NA,NA,9714180,NA
NA,NA,9714181,NA
NA,"
                            Wiesecker Weg
                        

            35396 Gießen 
",9714182,NA
NA,NA,9714183,NA
NA,NA,9714184,NA
700,NA,9714185,10
NA,NA,9714186,NA
401,"
                            Sebastianstraße 101
                        

            50735 Köln Niehl
",9714187,18
450,"
                            Marienring
                        

            76829 Landau in der Pfalz Zentrum
",9714188,25
850,"
                            Mozartstraße
                        

            70180 Stuttgart Mitte
",9714189,22
NA,NA,9714190,NA
NA,NA,9714191,NA
NA,NA,9714192,NA
NA,NA,9714193,NA
NA,"
                            Friedensallee
                        

            22763 Hamburg Altona-Altstadt
",9714194,NA
NA,NA,9714195,NA
NA,NA,9714196,NA
NA,NA,9714197,NA
580,"
                            Friedrich-Bosse-Straße 26
                        

            04159 Leipzig Möckern
",9714198,17
NA,NA,9714199,NA
NA,"
                            Marktgrafenstraße
                        

            44139 Dortmund Mitte
",9714200,NA
NA,NA,9714201,NA
NA,NA,9714202,NA
NA,NA,9714203,NA
550,NA,9714204,15
NA,"
                            Bergstraße
                        

            69221 Heidelberg Dossenheim
",9714205,NA
700,NA,9714206,15
365,"
                            Klosterstraße 5
                        

            44135 Dortmund Mitte
",9714207,26
700,"
                            Felbigergasse 19
                        

            1140 Wien 14. Bezirk Penzing
",9714208,35
NA,NA,9714209,NA
NA,"
                            Corellistraße
                        

            40593 Düsseldorf Urdenbach
",9714210,NA
NA,"
                            Sibyllastraße,
                        

            45136 Essen Rüttenscheid
",9714211,NA
300,NA,9714212,NA
NA,NA,9714213,NA
NA,NA,9714214,NA
NA,"
                            Haußerstraße
                        

            72076 Tübingen Innenstadt
",9714215,NA
780,"
                            Mariendorfer Damm 85
                        

            12109 Berlin Mariendorf
",9714216,21
NA,NA,9714217,NA
1300,"
                            Schillerplatz
                        

            40237 Düsseldorf Düsseltal
",9714218,85
NA,NA,9714219,NA
NA,NA,9714220,NA
NA,"
                            Schneckenburgerstr.
                        

            78467 Konstanz Petershausen
",9714221,NA
662,"
                            Farmsener Weg 9
                        

            22391 Hamburg Wellingsbüttel
",9714222,50
NA,NA,9714223,NA
800,NA,9714224,30
582,"
                            Gumpendorfer Straße 89
                        

            1060 Wien 06. Bezirk Mariahilf
",9714225,16
NA,"
                            Wiesecker Weg
                        

            35396 Gießen 
",9714226,NA
NA,NA,9714227,NA
582,"
                            Gumpendorfer Straße 89
                        

            1060 Wien 06. Bezirk Mariahilf
",9714225,16
NA,"
                            Wiesecker Weg
                        

            35396 Gießen 
",9714226,NA
NA,NA,9714227,NA
290,"
                            Zeppelinstraße, 21
                        

            86159 Augsburg Universitätsviertel
",9714228,10
NA,"
                            Müllerstraße
                        

            13349 Berlin Wedding
",9714229,NA
NA,NA,9714230,NA
1000,NA,9714231,10
NA,NA,9714232,NA
NA,NA,9714233,NA
NA,NA,9714234,NA
1500,NA,9714235,NA
NA,NA,9714236,NA
NA,NA,9714237,NA
550,NA,9714238,13
390,"
                            Feldbergstraße 16
                        

            51105 Köln Humboldt-Gremberg
",9714239,15
305,"
                            Badstraße
                        

            67663 Kaiserslautern Innenstadt
",9714240,20
1350,"
                            Ortsmitte
                        

            83083 Riedering Ortsmitte / Riedering
",9714241,93
NA,NA,9714242,NA
500,"
                            Sechsschimmelgasse 21
                        

            1090 Wien 09. Bezirk Alsergrund
",9714243,12
480,"
                            Grünbergerstraße 1
                        

            35390 Gießen 35390
",9714244,18
NA,NA,9714245,NA
NA,NA,9714246,NA
NA,NA,9714247,NA
NA,NA,9714248,NA
NA,NA,9714249,NA
1500,NA,9714250,NA
880,"
                            Asternweg
                        

            37081 Göttingen Weststadt
",9714251,65
800,NA,9714252,10
NA,NA,9714253,NA
1470,"
                            Berggartenstr. 18
                        

            01277 Dresden Blasewitz
",9714254,104
NA,NA,9714255,NA
NA,NA,9714256,NA
514,"
                            Paulinenstraße
                        

            72072 Tübingen Südstadt
",9714257,15
NA,NA,9714258,NA
400,"
                            lange str-34
                        

            09599 Freiberg 
",9714259,80
780,"
                            Obere Bachgasse
                        

            93047 Regensburg Innenstadt
",9714260,14
NA,"
                            Waldhofstraße
                        

            79117 Freiburg im Breisgau Littenweiler
",9714261,NA
NA,NA,9714262,NA
550,NA,9714263,15
800,NA,9714264,10
NA,NA,9714265,NA
NA,NA,9714266,NA
300,"
                            Langemarckstraße
                        

            28199 Bremen Neustadt
",9714267,19
450,NA,9714268,NA
470,NA,9714269,14
300,"
                            Obere Hauptstraße 8
                        

            78532 Tuttlingen Tuttlingen
",9714270,18
1140,"
                            Alleenstraße 22
                        

            78054 Villingen-Schwenningen Schwenningen
",9714271,106
NA,NA,9714272,NA
NA,NA,9714273,NA
1200,"
                            Bärenplatz 5
                        

            88069 Tettnang Tettnang
",9714274,55
1200,NA,9714275,50
1200,"
                            Bärenplatz 5
                        

            88069 Tettnang Tettnang
",9714274,55
1200,NA,9714275,50
700,NA,9714276,35
1170,"
                            Am Büchel
                        

            53173 Bonn Plittersdorf
",9714277,68
400,"
                            Josephskirchstraße 49
                        

            51103 Köln Kalk
",9714278,12
440,"
                            Münchener Straße 57
                        

            28215 Bremen Findorff
",9714279,11
1200,NA,9714280,40
NA,NA,9714281,NA
410,"
                            Vogelsaue 39
                        

            42115 Wuppertal Elberfeld
",9714282,18
NA,NA,9714283,NA
1040,"
                            Ziegeleistraße 18
                        

            84160 Frontenhausen Frontenhausen
",9714284,88
NA,NA,9714285,NA
624,"
                            Prager Straße
                        

            28211 Bremen Radio Bremen
",9714286,30
620,"
                            Vor Sankt Martin
                        

            50667 Köln Altstadt-Süd
",9714287,12
390,"
                            Goebenstraße
                        

            31135 Hildesheim Ost
",9714288,24
450,NA,9714289,12
350,NA,9714290,15
500,NA,9714291,NA
NA,"
                            Am Alefskamp
                        

            47198 Duisburg Duisburg
",9714292,NA
490,NA,9714293,NA
999,NA,9714294,40
NA,NA,9714295,NA
NA,NA,9714296,NA
1000,NA,9714297,NA
NA,NA,9714298,NA
650,NA,9714299,NA
510,"
                            Alter Seilerei 7
                        

            96052 Bamberg Innenstadt
",9714300,15
670,"
                            Märzgasse
                        

            69117 Heidelberg 
",9714301,20
NA,NA,9714302,NA
NA,NA,9714303,NA
NA,NA,9714304,NA
NA,"
                            Boddinstraße
                        

            12076 Berlin Neukolln
",9714305,NA
650,"
                            126
                        

            10315 Berlin Lichtenberg
",9714306,22
NA,NA,9714307,NA
414,"
                            Alfrediquelle 12
                        

            45127 Essen Innenstadt
",9714308,14
450,"
                            Weidenhäuser Straße 33
                        

            35037 Marburg Zentral
",9714309,15
NA,NA,9714310,NA
NA,NA,9714311,NA
600,NA,9714312,15
1234,"
                            Harburgerstraße
                        

            95444 Bayreuth Bayreuth
",9714313,120
319,"
                            Neustadtring
                        

            38114 Braunschweig Westliches Ringgebiet
",9714314,14
600,"
                            Walter-Bothe-Straße
                        

            68169 Mannheim Friesenheimer Insel
",9714315,28
NA,NA,9714316,NA
310,"
                            Obere Hauptstraße 8
                        

            78532 Tuttlingen Tuttlingen
",9714317,20
550,"
                            Große Brunnenstrasse 19
                        

            22763 Hamburg Ottensen
",9714318,15
NA,NA,9714319,NA
700,NA,9714320,9
NA,NA,9714321,NA
625,"
                            Bochumer Straße 162
                        

            45886 Gelsenkirchen Ückendorf
",9714322,52
650,"
                            Bergdriesch
                        

            52062 Aachen Uni - Viertel
",9714323,46
1500,"
                            Hamburg
                        

            Hamburg Hamburg Altona-Nord
",9714324,65
1500,"
                            Hamburg
                        

            Hamburg Hamburg Altona-Nord
            ",9714324,65
NA,NA,9714325,NA
NA,NA,9714326,NA
484,"
                            Josephsplatz 3
                        

            95444 Bayreuth City
            ",9714327,27
NA,NA,9714328,NA
NA,NA,9714329,NA
2400,NA,9714330,NA
NA,NA,9714331,NA
NA,"
                            Schillerplatz
                        

            55116 Mainz Altstadt
            ",9714332,NA
NA,"
                            Hofstraße
                        

            41065 Mönchengladbach Hermges
            ",9714333,NA
NA,NA,9714334,NA
817,"
                            Hermannstr.
                        

            12049 Berlin Neukölln
            ",9714335,25
NA,NA,9714336,NA
NA,NA,9714337,NA
NA,NA,9714338,NA
NA,NA,9714339,NA
NA,NA,9714340,NA
450,"
                            Feldstraße
                        

            24105 Kiel Brunswik
            ",9714341,35
NA,NA,9714342,NA
NA,NA,9714343,NA
800,"
                            Weißenfelserstr. 64
                        

            04229 Leipzig Plagwitz
            ",9714344,50
475,NA,9714345,12
615,"
                            Bahnstraße 72
                        

            40210 Düsseldorf Friedrichstadt
            ",9714346,28
350,"
                            Rotenwaldstraße 86
                        

            70197 Stuttgart West
            ",9714347,9
NA,NA,9714348,NA
15,NA,9714349,NA
NA,"
                            Dolziger
                        

            10247 Berlin Friedrichshain-Kreuzberg
            ",9714350,NA
600,"
                            Lotharstrasse 1
                        

            45131 Essen Rüttenscheid
            ",9714351,20
620,"
                            Prinz-Otto-Straße 7
                        

            85521 München Ottobrunn
            ",9714352,11
750,NA,9714353,NA
950,NA,9714354,NA
400,"
                            Lutherstadt 9
                        

            04315 Leipzig Neustadt-Neuschönefeld
            ",9714355,18
NA,NA,9714356,NA
NA,NA,9714357,NA
NA,NA,9714358,NA
NA,NA,9714359,NA
427,"
                            Freiherr-vom-Stein Straße
                        

            55131 Mainz Oberstadt
            ",9714360,11
NA,NA,9714361,NA
800,NA,9714362,15
NA,NA,9714363,NA
NA,NA,9714364,NA
NA,"
                            Auerhahnstr.,
                        

            65933 Frankfurt am Main Frankfurt am Main
            ",9714365,NA
1200,"
                            Stargarder Straße
                        

            10437 Berlin Prenzlauer Berg
            ",9714366,42
NA,NA,9714367,NA
NA,"
                            Heinrich lanz str
                        

            68165 Mannheim Schwetzingerstadt
            ",9714368,NA
NA,NA,9714369,NA
NA,NA,9714370,NA
360,"
                            Adenauerallee
                        

            52066 Aachen Aachen
            ",9714371,12
NA,"
                            Ohmstraße
                        

            10179 Berlin Mitte
            ",9714372,NA
NA,"
                            Große Bergstraße
                        

            22767 Hamburg Altona-Altstadt
            ",9714373,NA
NA,NA,9714374,NA
